Word,Most_Similar_Word
иммунологический,"[('метрика', 0.887717068195343), ('вычислять', 0.8854268193244934), ('диахронический', 0.88376784324646), ('новообразование', 0.8834860324859619), ('сагиттальный', 0.8829202055931091), ('катионный', 0.8815993666648865), ('натрий', 0.8812134265899658), ('функционализировать', 0.8804852962493896), ('послойный', 0.8785267472267151), ('вещественный', 0.8777187466621399)]"
педиатрия,"[('сельчанин', 0.8270688652992249), ('горло', 0.8197514414787292), ('дешифрирование', 0.8006616234779358)]"
палитра,[]
познавать,[]
предпринимать,[]
предпочитать,[]
минор,"[('англ', 0.9344678521156311), ('плащ', 0.921379804611206), ('минобрнауки', 0.9187101125717163), ('смола', 0.9176248908042908), ('рфдокумент', 0.9173268675804138), ('хармонь', 0.9158579707145691), ('американка', 0.9148711562156677), ('рукав', 0.9111631512641907), ('вышитый', 0.9110159873962402), ('мелиоративный', 0.910312831401825)]"
матушка,[]
фанат,[]
словесный,[]
отказать,[]
ровесница,[]
гонение,"[('торговец', 0.8619516491889954), ('насильственный', 0.8606160283088684), ('юрта', 0.8601678609848022), ('дочка', 0.8585977554321289), ('чудовищный', 0.8582386374473572), ('нашествие', 0.8490021228790283), ('людская', 0.8481542468070984), ('скиф', 0.84665846824646), ('византийский', 0.8465588092803955), ('вспять', 0.846554696559906)]"
рыжий,"[('рыжеть', 0.830341100692749), ('пёс', 0.826697587966919), ('балерина', 0.8179478645324707), ('ревность', 0.8033836483955383), ('сорвать', 0.8022201657295227), ('грациозный', 0.8013930320739746)]"
собачий,"[('упряжка', 0.9116296172142029), ('фруктовый', 0.8629709482192993), ('запрячь', 0.8625945448875427), ('лошадь', 0.8589495420455933), ('радужный', 0.8471724390983582), ('вальсировать', 0.8468348979949951), ('батут', 0.8430706262588501), ('картошка', 0.8421546816825867), ('сани', 0.8409807085990906), ('простыня', 0.8408188819885254)]"
софит,"[('ссориться', 0.8315980434417725), ('кромешный', 0.82609623670578), ('лебедь', 0.8243828415870667), ('солнышко', 0.8170844316482544), ('платок', 0.8162656426429749), ('изысканный', 0.8142107129096985), ('юбка', 0.8138996958732605), ('муха', 0.8130854368209839), ('парить', 0.8119075298309326), ('буратино', 0.8106057643890381)]"
чествование,[]
культ,[]
метровка,"[('сгафкст', 0.8963142037391663), ('плащ', 0.8888832926750183), ('каменистый', 0.8842706084251404), ('самбист', 0.8813895583152771), ('цилиндр', 0.8797600269317627), ('геоботаник', 0.8791688680648804), ('велогонка', 0.8782241344451904), ('кчс', 0.8777818083763123), ('ловец', 0.8776938319206238), ('дротик', 0.8768206238746643)]"
корифей,[]
кинетика,"[('экстракция', 0.8199569582939148), ('волновой', 0.8140737414360046), ('хроматография', 0.8076308965682983), ('жидкостный', 0.8057854175567627)]"
причислить,[]
сотворчество,[]
однозначный,[]
набережный,[]
зашифровать,[]
ребус,"[('разгадывать', 0.8751490116119385), ('разгадывание', 0.8569206595420837), ('складывать', 0.8250548839569092), ('шарада', 0.8201863765716553), ('морс', 0.8173757195472717), ('загадка', 0.8108571767807007), ('сметана', 0.8092069625854492), ('жареный', 0.8087380528450012), ('головоломка', 0.8079879283905029), ('черепашка', 0.805517315864563)]"
шарада,"[('мумия', 0.8609837889671326), ('кручение', 0.8501595854759216), ('филигранный', 0.8484111428260803), ('апельсиновый', 0.8481743931770325), ('штрудель', 0.8461831212043762), ('сметана', 0.8449901342391968), ('замысловатый', 0.844611644744873), ('морс', 0.8438910841941833), ('злоумышленник', 0.8414162397384644), ('гранатовый', 0.8405715227127075)]"
метафизический,[]
гадание,[]
русь,"[('патриарх', 0.9153119325637817)]"
судейский,"[('коллегия', 0.8322679996490479)]"
рационально,[]
виноватый,"[('ссориться', 0.8439816832542419), ('балерина', 0.8367499709129333), ('коричневый', 0.8353231549263), ('демон', 0.819555938243866), ('ревность', 0.816175103187561), ('одеяние', 0.8145979046821594), ('воодушевлять', 0.8117866516113281), ('фламинго', 0.8110233545303345), ('плач', 0.809951663017273), ('кружить', 0.8081952929496765)]"
мамин,"[('фламинго', 0.8822963237762451), ('тист', 0.880354642868042), ('вампир', 0.8762192726135254), ('ревность', 0.8733850121498108), ('клюв', 0.8719604015350342), ('заправить', 0.8702877163887024), ('избушка', 0.8677849173545837), ('птичка', 0.8655123114585876), ('медведица', 0.8654279112815857), ('перебор', 0.8642544150352478)]"
карандаш,"[('фломастер', 0.8780497312545776), ('мелок', 0.8562006950378418), ('ручка', 0.851377010345459), ('аксессуар', 0.8444169163703918), ('цветной', 0.8300104737281799), ('ёлочный', 0.8277472853660583), ('салфетка', 0.8236135840415955), ('акварель', 0.817577600479126), ('гуашь', 0.8168419003486633), ('игрушка', 0.8164673447608948)]"
чернила,"[('приклеить', 0.8824525475502014), ('типо', 0.8808237314224243), ('кисломолочный', 0.8697577118873596), ('морковь', 0.8687952160835266), ('рукав', 0.8633859753608704), ('берест', 0.8615500926971436), ('карманный', 0.8600472211837769), ('шина', 0.8585442900657654), ('младенец', 0.857162594795227), ('паста', 0.8565949201583862)]"
шариковый,"[('бахилы', 0.8534116744995117), ('одноразовый', 0.8380634784698486), ('сменный', 0.8365330696105957), ('талон', 0.8325057625770569), ('приклеить', 0.8283409476280212), ('межстрочный', 0.8221319913864136), ('туалетный', 0.8208828568458557), ('крупа', 0.8173837661743164), ('постельный', 0.8169521689414978), ('паста', 0.809483528137207)]"
неописуемый,"[('плутовство', 0.8640990853309631), ('притворство', 0.8614795804023743), ('торжественность', 0.8605146408081055), ('таинственность', 0.8557016849517822), ('сметана', 0.8553101420402527), ('тянуться', 0.8545145392417908), ('бобёр', 0.8526308536529541), ('присесть', 0.8520153164863586), ('дружелюбие', 0.851866602897644), ('берёзовый', 0.8518598079681396)]"
могильник,"[('адонис', 0.8929511904716492), ('белохвост', 0.8728646636009216), ('плезиозавр', 0.8664436936378479), ('обрыв', 0.8653955459594727), ('беркут', 0.8581011295318604), ('неясыть', 0.8555307984352112), ('глухарь', 0.8517904877662659), ('ель', 0.8515422344207764), ('сосна', 0.8495296835899353), ('золотистый', 0.8454266786575317)]"
закулисье,[]
камерный,[]
лодка,"[('кататься', 0.8262165188789368), ('катамаран', 0.8101513981819153), ('велосипед', 0.804890513420105)]"
присылаться,[]
каверзный,"[('наводящий', 0.8291071057319641), ('задаваться', 0.8281242847442627)]"
водород,"[('спирт', 0.9099509716033936), ('углерод', 0.9097506403923035), ('краситель', 0.9042275547981262), ('карбонат', 0.8950839638710022), ('флуоресценция', 0.8946850299835205), ('кальций', 0.8943509459495544), ('проводимость', 0.8933577537536621), ('облучение', 0.8932054042816162), ('альбумин', 0.8929591178894043), ('коллаген', 0.8908118605613708)]"
провайдер,[]
редактура,[]
рекрутинг,[]
экологичный,"[('сточный', 0.8110422492027283)]"
госуниверситет,[]
субъектный,[]
защищённость,[]
аддикция,[]
последовательно,[]
уровневый,"[('двухуровневый', 0.8793162107467651)]"
исчезновение,"[('кулик', 0.8129183053970337), ('исчезать', 0.8054682612419128)]"
